phosphor	compound.n.02,synthetic.n.01
Herero	african.n.01,bantu.n.01
Herero	niger-congo.n.01,bantu.n.02
kibit	computer_memory_unit.n.01,unit_of_measurement.n.01
woman's_clothing	consumer_goods.n.01,clothing.n.01,covering.n.02
Sealyham	village.n.02,settlement.n.06
Sealyham	wirehair.n.01,welsh_terrier.n.01
starches	food.n.01,foodstuff.n.02
starches	carbohydrate.n.01,polysaccharide.n.01
starches	compound.n.02,formulation.n.01
poor_people	group.n.01,people.n.01
YB	chemical_element.n.01,metallic_element.n.01
YB	computer_memory_unit.n.01,unit_of_measurement.n.01
skedaddle	running_away.n.01,escape.n.01
non-cash_expense	expense.n.01,cost.n.01
soochong	black_tea.n.01,tea.n.05
entelechy	actuality.n.01,being.n.01
Demotic_script	hieratic.n.01,hieroglyph.n.02
Potsdam	city.n.01,municipality.n.01
Segway_Human_Transporter	device.n.01,electrical_device.n.01
retention_basin	river_basin.n.01,geographical_area.n.01
reality_check	juncture.n.01,happening.n.01
KiB	computer_memory_unit.n.01,unit_of_measurement.n.01
Angelo_Guiseppe_Roncalli	pope.n.01,catholic.n.01,spiritual_leader.n.01
arc_sine	function.n.01,trigonometric_function.n.01
Kissimmee_River	stream.n.01,river.n.01
crystallographer	specialist.n.01,expert.n.01
developing_country	political_unit.n.01,state.n.04
Shakespearean	scholar.n.01,intellectual.n.01
Lower_Tunguska	stream.n.01,river.n.01
quinquennium	fundamental_quantity.n.01,time_period.n.01
Degas	artist.n.01,painter.n.01
genus_Scleropages	fish_genus.n.01,genus.n.02
Edward	king_of_england.n.01,king.n.01
Edward	aristocrat.n.01,prince.n.01,prince_of_wales.n.01
conjugal_visitation_right	legal_right.n.01,right.n.01
basuco	cocaine.n.01,hard_drug.n.01
Kuiper	astronomer.n.01,physicist.n.01
dwarf_grey_willow	tree.n.01,willow.n.01
Combined_DNA_Index_System	file.n.01,record.n.01
unsolvability	attribute.n.02,property.n.02
metallic	fabric.n.01,artifact.n.01
metallic	cord.n.01,thread.n.01
Station_of_the_Cross	representation.n.02,creation.n.02
Giovanni_Mastai-Ferretti	pope.n.01,catholic.n.01,spiritual_leader.n.01
symbolic_logician	logician.n.01,expert.n.01
naif	person.n.01,innocent.n.01
Theban	egyptian.n.01,african.n.01
Theban	european.n.01,greek.n.02
Bruno	pope.n.01,spiritual_leader.n.01,clergyman.n.01,catholic.n.01,cleric.n.01
Bruno	saint.n.01,deity.n.01
Bruno	scholar.n.01,philosopher.n.01
courante	dancing.n.01,performing_arts.n.01,diversion.n.01
instrumentalism	philosophical_doctrine.n.01,pragmatism.n.01
Laurentian_Plateau	highland.n.01,tableland.n.01
pass-through	artifact.n.01,opening.n.10
pus-forming_bacteria	microorganism.n.01,bacteria.n.01
rustiness	condition.n.01,state.n.02
rustiness	unskillfulness.n.01,awkwardness.n.01
improvised_explosive_device	explosive_device.n.01,device.n.01
digital_clock	timepiece.n.01,clock.n.01
lowboy	chest_of_drawers.n.01,furniture.n.01
multifocal_lens_implant	lens_implant.n.01,implant.n.01
bottom-dweller	fish.n.01,aquatic_vertebrate.n.01
secondhand_car	car.n.01,motor_vehicle.n.01
kittee	persecution.n.01,torture.n.05
sizzle	sound.n.04,noise.n.01
stratocracy	government.n.01,polity.n.02
arc_cosecant	function.n.01,trigonometric_function.n.01
great_grandchild	offspring.n.01,grandchild.n.01
Bomber_Harris	general.n.01,marshal.n.02,general_officer.n.01,commissioned_military_officer.n.01
roentgenium	substance.n.01,chemical_element.n.01
forager	seeker.n.01,hunter.n.02
segregate	causal_agent.n.01,person.n.01,organism.n.01
Polypodium_polypodioides	fern.n.01,polypody.n.01
megestrol	steroid_hormone.n.01,progestin.n.01
cluster_of_differentiation_8	glycoprotein.n.01,conjugated_protein.n.01
bling_bling	adornment.n.01,jewelry.n.01
Hals	old_master.n.01,maestro.n.01,painter.n.01
nude_statue	sculpture.n.01,statue.n.01
Nablus	city.n.01,municipality.n.01
Halicarnassus	city.n.01,municipality.n.01
Etropus_rimosus	lefteye_flounder.n.01,flatfish.n.02
minimus	extremity.n.01,digit.n.03
Pied_Piper_of_Hamelin	imaginary_being.n.01,fictional_character.n.01
Tbit	computer_memory_unit.n.01,unit_of_measurement.n.01
feudal_lordship	occupation.n.01,position.n.06
schlep	simpleton.n.01,person.n.01
schlep	travel.n.01,journey.n.01
homogeneous_polynomial	function.n.01,polynomial.n.01
Hassidism	judaism.n.02,orthodox_judaism.n.02
Circassian	white.n.01,person.n.01
Circassian	community.n.01,gathering.n.01
Circassian	caucasian.n.02,natural_language.n.01
Yalta_Conference	meeting.n.01,conference.n.01
Freudian	follower.n.01,person.n.01
Steen	old_master.n.01,maestro.n.01,painter.n.01
lemongrass	lipid.n.01,oil.n.01
lemongrass	grass.n.01,gramineous_plant.n.01
arcsecant	function.n.01,trigonometric_function.n.01
Windows	operating_system.n.01,software.n.01
Windows	framework.n.03,supporting_structure.n.01
Windows	pane.n.01,sheet.n.06,opening.n.10,artifact.n.01,plate_glass.n.01,panel.n.01
Windows	opening.n.01,space.n.02
Windows	fundamental_quantity.n.01,time_period.n.01
Windows	display.n.06,electronic_device.n.01
snap_brim	brim.n.02,projection.n.04
defensibility	capability.n.01,ability.n.01
Claes_Thure_Oldenburg	sculptor.n.01,artist.n.01
feculence	sanitary_condition.n.01,dirtiness.n.01
chess_opening	succession.n.03,order.n.15
table_saw	circular_saw.n.01,power_saw.n.01
CN_Tower	structure.n.01,tower.n.01
catheterisation	medical_procedure.n.01,operation.n.06
Percheron	draft_horse.n.01,workhorse.n.02
yottabyte	computer_memory_unit.n.01,unit_of_measurement.n.01
self-contradiction	contradiction.n.03,negation.n.02
dolichocephaly	quality.n.01,attribute.n.02
Charles	king.n.01,sovereign.n.01,holy_roman_emperor.n.01,emperor.n.01,king_of_england.n.01,king_of_france.n.01,carolingian.n.01
Charles	prince.n.01,prince_of_wales.n.01
Charles	scientist.n.01,physicist.n.01
Charles	stream.n.01,river.n.01
Flavius_Theodosius	emperor.n.01,roman_emperor.n.01
chrestomathy	passage.n.02,excerpt.n.01
WAC	soldier.n.01,enlisted_person.n.01
WAC	female.n.02,woman.n.01,adult.n.01
WAC	corps.n.01,army_unit.n.01
Erin	ireland.n.02
hotfoot	practical_joke.n.01,antic.n.01
Lobito	city.n.01,municipality.n.01
Lobito	geographic_point.n.01,port.n.01
Assyrian	semite.n.01,white.n.01
Assyrian	aramaic.n.01,semitic.n.01,akkadian.n.01
holophyte	plant.n.02,organism.n.01
toolshed	shed.n.01,outbuilding.n.01
gynecocracy	political_system.n.01,social_group.n.01
IT	discipline.n.01,engineering.n.02
Kizil_Kum	biome.n.01,desert.n.01,tract.n.01
tourist_attraction	attraction.n.04,feature.n.01
balminess	good_weather.n.01,mildness.n.01
squabbler	malcontent.n.01,person.n.01
blanc	white_sauce.n.01,sauce.n.01
Dodoma	city.n.01,municipality.n.01
long-chain_molecule	chain.n.02,unit.n.05
Feast_of_Booths	jewish_holy_day.n.01,religious_holiday.n.01
Feast_of_Booths	festival.n.01,religious_festival.n.01
waxiness	quality.n.01,attribute.n.02
dry_plate	process.n.06,photography.n.02
pituitary_dwarf	small_person.n.01,dwarf.n.01
ambulatory_plague	bubonic_plague.n.01,plague.n.01
bombazine	fabric.n.01,artifact.n.01
DBA	language_unit.n.01,name.n.01
Armistice_Day	holiday.n.02,legal_holiday.n.01
keyboard_instrument	musical_instrument.n.01,device.n.01
elective_course	course.n.01,education.n.01
faggoting	needlework.n.01,embroidery.n.02
particle_detector	chamber.n.01,enclosure.n.01
bifocals	optical_instrument.n.01,spectacles.n.01
bowdleriser	skilled_worker.n.01,editor.n.01
Sunday	day_of_the_week.n.01,rest_day.n.01
Sunday	evangelist.n.01,preacher.n.01
Lutjanus_griseus	percoid_fish.n.01,snapper.n.05,food_fish.n.01
Ferdinand_V	king.n.01,sovereign.n.01
Mohammedan	follower.n.01,person.n.01
pomologist	botanist.n.01,biologist.n.01
Clement_XIV	pope.n.01,catholic.n.01,spiritual_leader.n.01
Tory	american.n.01,inhabitant.n.01
Tory	english_person.n.01,englishman.n.01
Tory	rightist.n.01,conservative.n.01
Strix_nebulosa	owl.n.01,bird_of_prey.n.01
moral_certainty	certainty.n.02,quality.n.01
recessive_allele	allele.n.01,gene.n.01
scrubbiness	inferiority.n.02,quality.n.02
box_number	address.n.02,mailing_address.n.01
pestis_ambulans	bubonic_plague.n.01,plague.n.01
Isabella_I	queen.n.02,female_aristocrat.n.01
Mohorovicic	geophysicist.n.01,geologist.n.01
mutual_fund_company	nondepository_financial_institution.n.01,investment_company.n.01
mohawk_haircut	haircut.n.01,hairdo.n.01
introit	music.n.01,musical_composition.n.01
obsessive-compulsive_disorder	anxiety_disorder.n.01,mental_disorder.n.01
rural_free_delivery	communication.n.01,mail.n.02
khakis	military_uniform.n.01,uniform.n.01
khakis	fabric.n.01,artifact.n.01
Caranx_crysos	carangid_fish.n.01,jack.n.11
nepotist	important_person.n.01,adult.n.01
bell-like_call	animal_communication.n.01,birdcall.n.01
ERA	fundamental_quantity.n.01,time_period.n.01
ERA	geological_time.n.01,time.n.05
ERA	system_of_measurement.n.01,standard.n.01
luau	party.n.04,fete.n.01
Martin_V	pope.n.01,catholic.n.01,spiritual_leader.n.01
Hume_Blake_Cronyn	actor.n.01,performer.n.01
John_Rutledge	judge.n.01,chief_justice.n.01
birdfeeder	device.n.01,instrumentality.n.03
Orleanism	political_orientation.n.01,orientation.n.02
Damascus	city.n.01,national_capital.n.01,capital.n.03
brake_pad	device.n.01,restraint.n.06
homotherm	animal.n.01,organism.n.01
selenology	physics.n.01,astronomy.n.01
Brodmann's_area_17	area.n.03,cortical_area.n.01
imperium	domain.n.02,region.n.03
imperium	authority.n.01,control.n.01
linguistic_universal	rule.n.04,concept.n.01
stratigraphy	earth_science.n.01,geology.n.01
Church_of_Jesus_Christ_of_Latter-Day_Saints	denomination.n.01,protestant_denomination.n.01
latissimus_dorsi	muscle.n.01,skeletal_muscle.n.01
atomic_number_115	substance.n.01,chemical_element.n.01
Artemision_at_Ephesus	place_of_worship.n.01,temple.n.01
Urocyon_cinereoargenteus	fox.n.01,canine.n.02
amyl	unit.n.05,group.n.02
noseband	leather_strip.n.01,strap.n.01
element_113	substance.n.01,chemical_element.n.01
wasabi	herb.n.01,vascular_plant.n.01
wasabi	flavorer.n.01,condiment.n.01
super_C	general_anesthetic.n.01,club_drug.n.01,ketamine.n.01
Ulster_Defence_Association	political_movement.n.01,terrorist_organization.n.01
Billy_Sunday	evangelist.n.01,preacher.n.01
osteologist	anatomist.n.01,expert.n.01
contemptuousness	arrogance.n.01,pride.n.05
algidity	illness.n.01,collapse.n.01
curled_leaf_pondweed	pondweed.n.01,aquatic_plant.n.01
sunglass	converging_lens.n.01,lens.n.01
Gustavus_III	king.n.01,sovereign.n.01
Oberson	fairy.n.01,spiritual_being.n.01
bird_feeder	device.n.01,instrumentality.n.03
Dortmund	city.n.01,municipality.n.01
tebibyte	computer_memory_unit.n.01,unit_of_measurement.n.01
Duke_of_Lancaster	peer.n.02,duke.n.01
Warren_Burger	judge.n.01,chief_justice.n.01
uveoscleral_pathway	tube.n.04,tubule.n.01
julienne_vegetable	produce.n.01,vegetable.n.01
grey_lemming	lemming.n.01,rodent.n.01
Guy_of_Burgundy	pope.n.01,catholic.n.01,spiritual_leader.n.01
First_Lord_of_the_Treasury	minister.n.02,cabinet_minister.n.01
graphic_design	visual_communication.n.01,communication.n.02
force-out	putout.n.01,out.n.01
squish	sound.n.04,noise.n.01
dominant_allele	allele.n.01,gene.n.01
C_major	mode.n.05,major_scale.n.01
BVD	undergarment.n.01,underwear.n.01
element_114	substance.n.01,chemical_element.n.01
cognitive_semantics	semantics.n.01,linguistics.n.01
inverse_cosecant	function.n.01,trigonometric_function.n.01
O	substance.n.01,chemical_element.n.01
O	fluid.n.02,gas.n.02
O	letter.n.02,character.n.08
O	blood.n.01,blood_group.n.01
barrator	bad_person.n.01,wrongdoer.n.01
Alessandro_Farnese	pope.n.01,catholic.n.01,spiritual_leader.n.01
bohemianism	activity.n.01,behavior.n.01
arthritic	case.n.06,sick_person.n.01,patient.n.01
Hell	location.n.01,region.n.01
Hell	trouble.n.03,happening.n.01
Hell	imagination.n.01,imaginary_place.n.01
Hell	act.n.02,activity.n.01
Hell	mischief.n.01,misbehavior.n.01
afferent_fiber	fiber.n.01,fiber.n.03,nerve_fiber.n.01
probiotic_bacterium	microorganism.n.01,bacteria.n.01
Benedetto_Odescalchi	pope.n.01,catholic.n.01,spiritual_leader.n.01
Home_Office	government_department.n.01,ministry.n.03
Home_Office	place_of_business.n.01,office.n.01
inverse_tangent	function.n.01,trigonometric_function.n.01
Cash	currency.n.01,medium_of_exchange.n.01
Cash	payment.n.01,cost.n.01
Cash	musician.n.01,singer.n.01
Lucius_Licinius_Lucullus	general.n.01,general_officer.n.01
trombiculid	acarine.n.01,mite.n.02
insurrectionism	law.n.03,principle.n.03
ahem	auditory_communication.n.01,utterance.n.01
paramount_issue	issue.n.01,content.n.05
AB	bachelor's_degree.n.01,academic_degree.n.01
AB	calendar_month.n.01,jewish_calendar_month.n.01
AB	muscle.n.01,skeletal_muscle.n.01
AB	blood.n.01,blood_group.n.01
final_cause	goal.n.01,purpose.n.01
elective	course.n.01,education.n.01
transmission_density	compactness.n.02,density.n.01
staple_fibre	natural_fiber.n.01,fiber.n.01
acetin	salt.n.01,acetate.n.01
transgene	sequence.n.01,gene.n.01
seasonal	person.n.01,worker.n.01
Jeffersonian	follower.n.01,person.n.01
Bronte_sisters	kin.n.02,family.n.02
Euclid's_postulate	proposition.n.01,axiom.n.02
Second_Council_of_Lyons	council.n.02,assembly.n.04
sensory_fiber	fiber.n.01,fiber.n.03,nerve_fiber.n.01
Handies_Peak	peak.n.04,mountain_peak.n.01
comprehensive	communication.n.01,examination.n.02
Alnus_incana	alder.n.02,tree.n.01
keratohyalin	hyaline.n.01,transparent_substance.n.01
Demotic	hieratic.n.01,hieroglyph.n.02
Demotic	modern_greek.n.01,greek.n.01
ex-wife	female.n.02,woman.n.01,adult.n.01
arc_tangent	function.n.01,trigonometric_function.n.01
Mahayanism	theological_doctrine.n.01,doctrine.n.01
snoek	fish.n.01,food_fish.n.01
shlepper	simpleton.n.01,person.n.01
hegemon	state.n.04,world_power.n.01
bicameral_script	type.n.04,font.n.01
Levi-Lorrain_dwarf	small_person.n.01,dwarf.n.01
spoilable	food.n.01,foodstuff.n.02
subwoofer	loudspeaker.n.01,electro-acoustic_transducer.n.01
descriptivism	belief.n.01,doctrine.n.01
military_government	government.n.01,polity.n.02
seasonal_worker	person.n.01,worker.n.01
tadalafil	virility_drug.n.01,drug.n.01
Lorenzo_Ganganelli	pope.n.01,catholic.n.01,spiritual_leader.n.01
Sun_River	stream.n.01,river.n.01
Isabella	queen.n.02,female_aristocrat.n.01
lagerphone	musical_instrument.n.01,percussion_instrument.n.01
historicism	hypothesis.n.02,concept.n.01
Warren_E._Burger	judge.n.01,chief_justice.n.01
genital_torture	persecution.n.01,torture.n.05
Hinayanism	theological_doctrine.n.01,doctrine.n.01
arc_cotangent	function.n.01,trigonometric_function.n.01
Quechua	south_american_indian.n.01,amerindian.n.01
Quechua	community.n.01,gathering.n.01
Quechua	natural_language.n.01,amerind.n.01
auxiliary_verb	verb.n.01,major_form_class.n.01
Fourth_Council_of_Constantinople	council.n.02,assembly.n.04
seaward	position.n.07,direction.n.02
razbliuto	sentiment.n.01,feeling.n.01
know	knowing.n.01,higher_cognitive_process.n.01
macular_edema	eye_disease.n.01,disease.n.01
Angora	city.n.01,national_capital.n.01,capital.n.03
Angora	domestic_goat.n.01,goat.n.01
Angora	rabbit.n.01,leporid.n.01
Angora	domestic_cat.n.01,cat.n.01,domestic_animal.n.01
woodwind_family	class.n.01,collection.n.01
short-staple_cotton	plant_fiber.n.01,cotton.n.01
mud_brick	brick.n.01,ceramic.n.01,building_material.n.01
acatalectic	line.n.05,line_of_poetry.n.01
trichotomy	arrangement.n.02,classification.n.02
Latinae	subfamily.n.01,taxonomic_group.n.01
Sao_Francisco	stream.n.01,river.n.01
brain_damage	injury.n.01,ill_health.n.01
brain_damage	disorder.n.01,nervous_disorder.n.01
psychogenesis	growth.n.01,organic_process.n.01
Innocent_XI	pope.n.01,catholic.n.01,spiritual_leader.n.01
Lee_Strasberg	actor.n.01,performer.n.01
Lee_Strasberg	film_maker.n.01,film_director.n.01
erotic	person.n.01,sensualist.n.01
covertness	isolation.n.01,privacy.n.02
type_slug	alloy.n.01,type_metal.n.01
Milanese	european.n.01,italian.n.01
intestacy	situation.n.01,state.n.02
Raphanus_sativus	radish_plant.n.01,crucifer.n.01
stocktaker	employee.n.01,worker.n.01
battle_of_Marston_Moor	battle.n.01,pitched_battle.n.01
hostilities	combat.n.01,battle.n.01
hostilities	unfriendliness.n.02,disposition.n.01
hostilities	state.n.02,attribute.n.02
hostilities	hate.n.01,emotion.n.01
hostilities	act.n.02,action.n.01
Falange	fascism.n.01,nazism.n.01,socialism.n.02
family_Osteoglossidae	family.n.06,fish_family.n.01
philomath	scholar.n.01,intellectual.n.01
latakia	turkish_tobacco.n.01,tobacco.n.01
latakia	city.n.01,municipality.n.01
latakia	geographic_point.n.01,port.n.01
Ms.	appellation.n.01,title.n.06
Julian	emperor.n.01,roman_emperor.n.01
chlorophyll_c	chlorophyll.n.01,pigment.n.01
Nova_Scotian	canadian.n.01,north_american.n.01
homonymy	linguistic_relation.n.01,relation.n.01
Heinrich_Boell	writer.n.01,communicator.n.01
food_court	area.n.05,court.n.10
Miss	female.n.02,woman.n.01,adult.n.01
Miss	happening.n.01,failure.n.02
Miss	appellation.n.01,title.n.06
capital_of_Syria	city.n.01,national_capital.n.01,capital.n.03
orangery	building.n.01,greenhouse.n.01
orangery	plantation.n.01,estate.n.02
shrink-wrap	wrapping.n.01,film.n.05,sheet.n.06
Stony_Tunguska	stream.n.01,river.n.01
graviton	gauge_boson.n.01,boson.n.01
Frederic_William_Goudy	skilled_worker.n.01,printer.n.01
pyelitis	inflammatory_disease.n.01,disease.n.01
Bavarian	german.n.01,european.n.01
bohrium	substance.n.01,chemical_element.n.01
combustibility	quality.n.01,attribute.n.02
overage	possession.n.02,assets.n.01
kia_quen	persecution.n.01,torture.n.05
Constance	body_of_water.n.01,lake.n.01
Constance	council.n.02,assembly.n.04
nationhood	state.n.02,attribute.n.02
perishable	food.n.01,foodstuff.n.02
Federico_Fellini	film_maker.n.01,producer.n.02
Lake_Baikal	body_of_water.n.01,lake.n.01
worldling	causal_agent.n.01,person.n.01,organism.n.01,inhabitant.n.01
close_quarters	position.n.01,site.n.02
conferrer	person.n.01,good_person.n.01,benefactor.n.01,communicator.n.01
forensics	investigation.n.02,police_work.n.01
gangliocyte	somatic_cell.n.01,nerve_cell.n.01
22-karat_gold	alloy.n.01,mixture.n.01
Thracian	european.n.01,inhabitant.n.01
Thracian	indo-european.n.02,thraco-phrygian.n.01
octillion	large_integer.n.01,integer.n.01
Tower_of_Pharos	beacon.n.03,tower.n.01
Uup	substance.n.01,chemical_element.n.01
abort	change_of_state.n.01,termination.n.05
An_Nafud	biome.n.01,desert.n.01,tract.n.01
Edgar_Degas	artist.n.01,painter.n.01
sailing_warship	man-of-war.n.01,warship.n.01
trivium	discipline.n.01,humanistic_discipline.n.01
landing_skid	landing_gear.n.01,undercarriage.n.01
Canadian_capital	city.n.01,national_capital.n.01,capital.n.03
Seeing_Eye_dog	working_dog.n.01,guide_dog.n.01
Northampton	city.n.01,municipality.n.01
velar	consonant.n.01,phone.n.02
Teutonist	specialist.n.01,expert.n.01
MB	computer_memory_unit.n.01,unit_of_measurement.n.01
MB	bachelor's_degree.n.01,academic_degree.n.01
Angara	stream.n.01,river.n.01
photographic_density	compactness.n.02,density.n.01
core_drill	tool.n.01,drill.n.01
Maltese_language	semitic.n.01,afroasiatic.n.01
Strasberg	actor.n.01,performer.n.01
Strasberg	film_maker.n.01,film_director.n.01
saddle_seat	support.n.10,seat.n.04
EB	computer_memory_unit.n.01,unit_of_measurement.n.01
A	linear_unit.n.01,metric_linear_unit.n.01,metric_unit.n.01
A	vitamin.n.01,fat-soluble_vitamin.n.01
A	ester.n.01,nucleotide.n.01
A	purine.n.01,base.n.10
A	current_unit.n.01,electromagnetic_unit.n.01
A	letter.n.02,character.n.08
A	blood.n.01,blood_group.n.01
otorhinolaryngology	medicine.n.01,medical_science.n.01
field_crop	crop.n.02,plant.n.02
three_year_old	racehorse.n.01,horse.n.01
tetryl	chemical.n.01,explosive.n.01
azithromycin	medicine.n.02,antibacterial.n.01
waviness	shape.n.01,curvature.n.03
waviness	irregularity.n.02,unevenness.n.01
inverse_cosine	function.n.01,trigonometric_function.n.01
solvability	attribute.n.02,property.n.02
lymphocytic_choriomeningitis_virus	arenavirus.n.01,animal_virus.n.01
dubnium	substance.n.01,chemical_element.n.01
Dairen	city.n.01,municipality.n.01
Dairen	geographic_point.n.01,port.n.01
sex_symbol	causal_agent.n.01,person.n.01,organism.n.01
Argive	european.n.01,greek.n.02
White_Russian	european.n.01,inhabitant.n.01
White_Russian	cocktail.n.01,mixed_drink.n.01
White_Russian	slavic.n.01,balto-slavic.n.01
motor_fiber	fiber.n.01,fiber.n.03,nerve_fiber.n.01
Pelagianism	content.n.05,heresy.n.02
Pelagianism	theological_doctrine.n.01,doctrine.n.01
spyware	code.n.03,software.n.01
cahoot	connivance.n.01,agreement.n.06
septillion	large_integer.n.01,integer.n.01
arccos	function.n.01,trigonometric_function.n.01
pebibit	computer_memory_unit.n.01,unit_of_measurement.n.01
Neoceratodus_forsteri	endangered_species.n.01,species.n.01
Greece	balkan_country.n.01,european_country.n.01
Dobrich	city.n.01,municipality.n.01
tightrope_walking	diversion.n.01,sport.n.01
inchoative	aspect.n.04,grammatical_relation.n.01
nuclear_cataract	cataract.n.01,eye_disease.n.01
Benjamin_Harris	publisher.n.03,owner.n.01
PiB	computer_memory_unit.n.01,unit_of_measurement.n.01
millenary	day.n.03,anniversary.n.01
millenary	fundamental_quantity.n.01,time_period.n.01
millenary	large_integer.n.01,thousand.n.01
kilobit	computer_memory_unit.n.01,unit_of_measurement.n.01
lexical_semantics	semantics.n.01,linguistics.n.01
citrate	salt.n.01,organic_compound.n.01,compound.n.02,ester.n.01
Po_Hai	body_of_water.n.01,bay.n.01
Harpers_Ferry	town.n.01,municipality.n.01
ratatouille	stew.n.02,dish.n.02
tax-exempt	legal_document.n.01,security.n.04
inherency	presence.n.01,being.n.01
Ybit	computer_memory_unit.n.01,unit_of_measurement.n.01
Kyzyl_Kum	biome.n.01,desert.n.01,tract.n.01
Ponce_de_Leon	explorer.n.01,navigator.n.03
cere	mouth.n.02,beak.n.02
Al_Ladhiqiyah	city.n.01,municipality.n.01
Al_Ladhiqiyah	geographic_point.n.01,port.n.01
Corelli	musician.n.02,composer.n.01
Corelli	musician.n.01,violinist.n.01
scauper	graver.n.01,hand_tool.n.01
Argun	stream.n.01,river.n.01
revolutionism	belief.n.01,content.n.05
home_room	classroom.n.01,room.n.01
overlip	external_body_part.n.01,lip.n.01,articulator.n.02
witching	use.n.01,practice.n.04
alienor	grantor.n.01,granter.n.01
generic	wine.n.01,alcohol.n.01
generic	commodity.n.01,merchandise.n.01
Green_Mountains	range.n.04,geological_formation.n.01
north-south_direction	path.n.03,direction.n.01
efferent_fiber	fiber.n.01,fiber.n.03,nerve_fiber.n.01
Teton	sioux.n.01,plains_indian.n.01
genus_Oncorhynchus	fish_genus.n.01,genus.n.02
sixteenth_part	fraction.n.03,common_fraction.n.01
conceitedness	attribute.n.02,trait.n.01
Samaritan	israelite.n.01,asian.n.01
dowager's_hump	osteoporosis.n.01,pathology.n.02
dowager's_hump	abnormality.n.01,spinal_curvature.n.01
varus	affliction.n.02,deformity.n.01
figure_skate	skate.n.01,ice_skate.n.01
GCSE	rank.n.02,grade.n.02
arc_cosine	function.n.01,trigonometric_function.n.01
eye_surgery	medical_procedure.n.01,operation.n.06
confit	meat.n.01,cut.n.06
team_teaching	education.n.01,activity.n.01
Gbit	computer_memory_unit.n.01,unit_of_measurement.n.01
Lorenzo_the_Magnificent	scholar.n.01,intellectual.n.01
Lorenzo_the_Magnificent	statesman.n.01,politician.n.02
Muztag	peak.n.04,mountain_peak.n.01
Hohenlinden	town.n.01,municipality.n.01
Hohenlinden	battle.n.01,pitched_battle.n.01
Vice_President_of_the_United_States	vice_president.n.01,executive.n.01
Sixtus_IV	pope.n.01,catholic.n.01,spiritual_leader.n.01
Arab-Berbers	ethnic_group.n.01,ethnic_minority.n.01
waffle_iron	kitchen_appliance.n.01,home_appliance.n.01
advisory	statement.n.01,announcement.n.02
lingual	consonant.n.01,phone.n.02
light_arm	instrument.n.01,weapon.n.01
Andre_Eglevsky	dancer.n.01,ballet_dancer.n.01
commissure	nerve_pathway.n.01,white_matter.n.01
Gog_and_Magog	mythical_being.n.01,imaginary_being.n.01
purism	demand.n.01,insistence.n.01
climatologist	person.n.01,expert.n.01
mental_dexterity	intelligence.n.01,ability.n.02
pure_gold	noble_metal.n.01,gold.n.03
mixology	skill.n.01,ability.n.02
gamine	urchin.n.01,street_urchin.n.01
gamine	girl.n.01,woman.n.01
grey_hen	grouse.n.02,black_grouse.n.01
OLED	diode.n.02,light-emitting_diode.n.01
Paul_VI	pope.n.01,catholic.n.01,spiritual_leader.n.01
Roma	asian.n.01,indian.n.02
Roma	city.n.01,national_capital.n.01,capital.n.03
Roma	memory.n.04,hardware.n.03,memory_device.n.01
arsenical	drug.n.01,agent.n.03
arsenical	chemical.n.01,pesticide.n.01
poor	group.n.01,people.n.01
bottom_lurkers	fish.n.01,aquatic_vertebrate.n.01
charm_campaign	venture.n.01,campaign.n.02
George_VI	king_of_england.n.01,king.n.01
TSA	administrative_unit.n.01,agency.n.01
expurgator	skilled_worker.n.01,editor.n.01
symbology	discipline.n.01,ology.n.01
two_year_old	racehorse.n.01,horse.n.01
Irenaeus	doctor_of_the_church.n.01,theologian.n.01,church_father.n.01
Irenaeus	saint.n.01,deity.n.01
Uuh	substance.n.01,chemical_element.n.01
Publius_Cornelius_Tacitus	scholar.n.01,historian.n.01
overhand_pitch	throw.n.01,pitch.n.02
Putrajaya	city.n.01,national_capital.n.01,capital.n.03
Department_of_Homeland_Security	executive_department.n.01,federal_department.n.01
expositor	person.n.01,intellectual.n.01
bluecoat	causal_agent.n.01,person.n.01,organism.n.01
Leo_XIII	pope.n.01,catholic.n.01,spiritual_leader.n.01
cutin	material.n.01,plant_material.n.01
Coue	therapist.n.01,psychotherapist.n.01
eponymy	derivation.n.04,linguistic_process.n.01
Romani	asian.n.01,indian.n.02
folderal	decoration.n.01,artifact.n.01
graphic_designer	specialist.n.01,expert.n.01
Warren_Earl_Burger	judge.n.01,chief_justice.n.01
Huig_de_Groot	official.n.01,diplomat.n.01
Huig_de_Groot	jurist.n.01,expert.n.01
C_major_scale	mode.n.05,major_scale.n.01
Zibit	computer_memory_unit.n.01,unit_of_measurement.n.01
Toulon	city.n.01,municipality.n.01
Toulon	geographic_point.n.01,port.n.01
Gironde	party.n.01,organization.n.01
seismogram	graph.n.01,visual_communication.n.01
thorniness	roughness.n.01,texture.n.01
thorniness	disposition.n.01,disagreeableness.n.02
cystic_fibrosis_transport_regulator	mutant_gene.n.01,gene.n.01
bilingualism	cognition.n.01,ability.n.02
Forth_River	stream.n.01,river.n.01
Frederic_Goudy	skilled_worker.n.01,printer.n.01
stogy	roll_of_tobacco.n.01,cigar.n.01
ddI	antiviral.n.01,medicine.n.02
pratfall	slip.n.07,spill.n.04
pratfall	mistake.n.01,nonaccomplishment.n.01
Appalachian	american.n.01,inhabitant.n.01
Tagore	scholar.n.01,philosopher.n.01
